Event.ID,Disease,Serotype,Region,Subregion,Country,Admin.level.1,Locality,Latitude,Longitude,Diagnosis.source,Diagnosis.status,Animal.type,Species,Observation Date,Report Date,Humans.affected,Human.deaths
321597,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.42331,19.839009,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,03/05/2022,,
321598,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Kömpöc,46.442445,19.847226,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,03/05/2022,,
321599,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.454135,19.85176,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,03/05/2022,,
321606,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Szank,46.584834,19.571869,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,05/05/2022,,
321607,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.40303,19.83628,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,05/05/2022,,
321610,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.632294,19.540128,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,05/05/2022,,
321611,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Móricgát,46.62595,19.68755,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,05/05/2022,,
321621,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,Forráskút,46.357129,19.886464,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,05/05/2022,,
321622,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,Csengele,46.558312,19.901765,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,05/05/2022,,
321623,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,Zsombó,46.341487,19.959773,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,05/05/2022,,
321624,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,Ruzsa,46.304143,19.772469,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,05/05/2022,,
322469,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Szank,46.584834,19.571869,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/04/2022,19/05/2022,,
321112,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,THENON,45.124732,1.075911,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,02/05/2022,,
321138,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,FAUX,44.778666,0.644323,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,02/05/2022,,
321146,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,BRESSUIRE,46.88823,-0.375602,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,02/05/2022,,
321147,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,NUEIL-LES-AUBIERS,46.936338,-0.635544,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,02/05/2022,,
321588,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.393122,19.879532,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,03/05/2022,,
321589,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.618518,19.547109,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,03/05/2022,,
321594,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Kömpöc,46.474934,19.867312,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,03/05/2022,,
321595,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.6476,19.532,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,03/05/2022,,
321596,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bugac,46.62909,19.60182,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,03/05/2022,,
321601,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Mez hegyes,46.350338,20.802407,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,03/05/2022,,
321609,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Tázlár,46.556377,19.521274,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,05/05/2022,,
321614,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.6578,19.5256,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,05/05/2022,,
321617,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.383,19.8634,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/04/2022,05/05/2022,,
322840,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,CHAPELLE-SAINT-LAURENT,46.713722,-0.497662,WOAH (former OIE),Confirmed,Domestic,Duck,25/04/2022,24/05/2022,,
320567,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.637471,19.534997,WOAH (former OIE),Confirmed,Domestic,Duck,24/04/2022,27/04/2022,,
320578,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.390193,19.859026,WOAH (former OIE),Confirmed,Domestic,Duck,24/04/2022,27/04/2022,,
321075,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SAINT-SAUD-LACOUSSIERE,45.567773,0.814697,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,02/05/2022,,
321076,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,ANGOISSE,45.427027,1.122156,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,02/05/2022,,
321077,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,CAMPSEGRET,44.927715,0.552346,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,02/05/2022,,
321078,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,BEAUGAS,44.496595,0.647468,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,02/05/2022,,
321082,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,CREYSSENSAC-ET-PISSOT,45.073293,0.664151,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,02/05/2022,,
321084,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,CASSAGNE,45.048106,1.314645,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,02/05/2022,,
321085,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SAINT-MAIME-DE-PEREYROL,45.026698,0.647104,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,02/05/2022,,
321086,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SAINT-MAIME-DE-PEREYROL,45.031281,0.666361,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,02/05/2022,,
321145,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,LARGEASSE,46.705527,-0.480449,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,02/05/2022,,
321590,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.428945,19.85854,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,03/05/2022,,
321592,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.41826,19.8701,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/04/2022,03/05/2022,,
320569,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.412262,19.882318,WOAH (former OIE),Confirmed,Domestic,Duck,23/04/2022,27/04/2022,,
320571,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.388589,19.865548,WOAH (former OIE),Confirmed,Domestic,Duck,23/04/2022,27/04/2022,,
320580,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.622269,19.510662,WOAH (former OIE),Confirmed,Domestic,Goose,23/04/2022,27/04/2022,,
321081,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,MAISONTIERS,46.776787,-0.295575,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,23/04/2022,02/05/2022,,
321096,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,VOULMENTIN,46.939509,-0.520129,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,23/04/2022,02/05/2022,,
321299,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Terschuur,52.16849,5.5497,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,23/04/2022,29/04/2022,,
321300,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Barneveld,52.16028,5.54602,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,23/04/2022,29/04/2022,,
321585,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.412262,19.882318,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,23/04/2022,03/05/2022,,
321587,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.388589,19.865548,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,23/04/2022,03/05/2022,,
321591,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.641252,19.532421,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,23/04/2022,03/05/2022,,
320576,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.634798,19.528758,WOAH (former OIE),Confirmed,Domestic,Duck,22/04/2022,27/04/2022,,
320585,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,Forráskút,46.360253,19.889856,WOAH (former OIE),Confirmed,Domestic,Duck,22/04/2022,28/04/2022,,
321298,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Lunteren,52.09703,5.58188,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/04/2022,29/04/2022,,
321600,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Tótkomlós,46.442739,20.726279,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,22/04/2022,03/05/2022,,
320575,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Csólyospálos,46.411066,19.824131,WOAH (former OIE),Confirmed,Domestic,Duck,21/04/2022,27/04/2022,,
320577,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Jászszentlászló,46.565116,19.736982,WOAH (former OIE),Confirmed,Domestic,Duck,21/04/2022,27/04/2022,,
320593,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Nagykamarás,46.47521,21.1389,WOAH (former OIE),Confirmed,Domestic,Goose,21/04/2022,28/04/2022,,
320594,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Magyarbánhegyes,46.467,20.9778,WOAH (former OIE),Confirmed,Domestic,Goose,21/04/2022,28/04/2022,,
320595,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Tótkomlós,46.4483,20.7236,WOAH (former OIE),Confirmed,Domestic,Goose,21/04/2022,28/04/2022,,
320596,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Tótkomlós,46.423614,20.753063,WOAH (former OIE),Confirmed,Domestic,Chicken,21/04/2022,28/04/2022,,
320597,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Kaszaper,46.464106,20.824599,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/04/2022,28/04/2022,,
321134,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SAINT-COLOMB-DE-LAUZUN,44.626788,0.494038,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/04/2022,02/05/2022,,
321135,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,MONTAUT,44.595117,0.698626,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/04/2022,02/05/2022,,
321136,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,BESSE,44.676438,1.105486,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/04/2022,02/05/2022,,
321137,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,zzz,44.752756,1.387481,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/04/2022,02/05/2022,,
321288,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Wielkopolskie,Reklinek,52.1605,16.0094,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/04/2022,29/04/2022,,
320573,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.598411,19.463081,WOAH (former OIE),Confirmed,Domestic,Chicken,20/04/2022,27/04/2022,,
320574,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.594879,19.475755,WOAH (former OIE),Confirmed,Domestic,Goose,20/04/2022,27/04/2022,,
320583,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,Forráskút,46.362527,19.889897,WOAH (former OIE),Confirmed,Domestic,Duck,20/04/2022,28/04/2022,,
320584,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,Bordány,46.305325,19.971843,WOAH (former OIE),Confirmed,Domestic,Duck,20/04/2022,28/04/2022,,
321106,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,PINEL-HAUTERIVE,44.488524,0.572279,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/04/2022,02/05/2022,,
321107,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,eee,46.580917,-0.773142,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/04/2022,02/05/2022,,
321108,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,fff,47.005605,-0.670249,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/04/2022,02/05/2022,,
321109,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,ggg,47.158267,-0.562854,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/04/2022,02/05/2022,,
321289,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Wielkopolskie,Kie piny,52.1584,16.0514,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/04/2022,29/04/2022,,
321302,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Lunteren,52.12358,5.63984,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/04/2022,29/04/2022,,
320533,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,Zákányszék,46.2751,19.9459,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,27/04/2022,,
320572,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Jászszentlászló,46.595993,19.715993,WOAH (former OIE),Confirmed,Domestic,Goose,19/04/2022,27/04/2022,,
320589,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Tótkomlós,46.412612,20.721112,WOAH (former OIE),Confirmed,Domestic,Goose,19/04/2022,28/04/2022,,
320590,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Nagybánhegyes,46.4537,20.89204,WOAH (former OIE),Confirmed,Domestic,Chicken,19/04/2022,28/04/2022,,
321061,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,boissiere-de-montaigu,46.9532,-1.18503,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,02/05/2022,,
321098,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,zz,44.934223,0.736951,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,02/05/2022,,
321099,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,creysse,44.893875,1.603783,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,02/05/2022,,
321102,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,SAINTE-FLAIVE-DES-LOUPS,46.597061,-1.612421,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,02/05/2022,,
321103,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,ccc,46.556783,-1.612182,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,02/05/2022,,
321104,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,ddd,44.931559,0.59421,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,02/05/2022,,
321105,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,VERGT,45.024996,0.682925,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,02/05/2022,,
321301,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Lunteren,52.08549,5.59043,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,29/04/2022,,
321303,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Voorthuizen,52.17081,5.57199,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,29/04/2022,,
321304,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Lunteren,52.08873,5.59148,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/04/2022,29/04/2022,,
324603,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,DORNAC,45.067669,1.321885,WOAH (former OIE),Confirmed,Domestic,Goose,19/04/2022,12/06/2022,,
320570,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Jászszentlászló,46.579444,19.736667,WOAH (former OIE),Confirmed,Domestic,Duck,18/04/2022,27/04/2022,,
321056,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,ll,47.043572,-0.50948,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/04/2022,02/05/2022,,
321057,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SERIGNAC-PEBOUDOU,44.621635,0.54287,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/04/2022,02/05/2022,,
321058,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,CASTELNAUD-DE-GRATECAMBE,44.507562,0.680857,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/04/2022,02/05/2022,,
321059,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,LAUZUN,44.652668,0.480142,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/04/2022,02/05/2022,,
321062,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,mm,44.973906,0.571932,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/04/2022,02/05/2022,,
321063,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,nn,46.904565,-0.577284,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/04/2022,02/05/2022,,
321064,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,MAULEON,46.910901,-0.701332,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/04/2022,02/05/2022,,
321065,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,oo,46.961155,-0.621439,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/04/2022,02/05/2022,,
321071,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,rr,44.998741,0.715701,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/04/2022,02/05/2022,,
320568,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bócsa,46.602519,19.476076,WOAH (former OIE),Confirmed,Domestic,Duck,17/04/2022,27/04/2022,,
320591,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Kaszaper,46.461337,20.822849,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,28/04/2022,,
320592,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Mez kovácsháza,46.414509,20.895129,WOAH (former OIE),Confirmed,Domestic,Goose,17/04/2022,28/04/2022,,
321044,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,saint-rabier,45.157869,1.165738,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
321045,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,hh,45.322547,0.942459,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
321046,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,MARTEL,44.927495,1.583906,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
321047,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,MOLIERES,44.789741,1.923422,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
321060,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SERIGNAC-PEBOUDOU,44.601493,0.55982,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
321066,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,pp,46.914747,-0.534002,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
321067,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,qq,46.91043,-0.64989,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
321068,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,CHEVROLIERE,47.076663,-1.610297,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
321069,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,MONTILLIERS,47.173365,-0.52117,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
321072,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Limousin,CHALARD,45.54896,1.138858,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
321074,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Poitou-Charentes,MAULEON,46.901204,-0.719136,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/04/2022,02/05/2022,,
324601,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,LACROPTE,45.064989,0.821693,WOAH (former OIE),Confirmed,Domestic,Duck,17/04/2022,13/06/2022,,
321297,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Ilkeston  Erewash,52.93,-1.3,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/04/2022,29/04/2022,,
319916,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Barneveld,52.15266,5.61533,WOAH (former OIE),Confirmed,Domestic,Chicken,15/04/2022,19/04/2022,,
320579,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Kiskunmajsa,46.405959,19.779518,WOAH (former OIE),Confirmed,Domestic,Duck,15/04/2022,27/04/2022,,
320581,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Kiskunmajsa,46.400225,19.738443,WOAH (former OIE),Confirmed,Domestic,Goose,15/04/2022,27/04/2022,,
321604,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Iceland,Arnes,Reykir,64.0443,-20.4498,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/04/2022,04/05/2022,,
321780,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,ANGOISSE,45.446379,1.135614,WOAH (former OIE),Confirmed,Domestic,Chicken,15/04/2022,02/05/2022,,
321041,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,VALOJOULX,45.017339,1.158289,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/04/2022,02/05/2022,,
321042,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,ff,44.958957,0.727402,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/04/2022,02/05/2022,,
321043,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,gg,44.987277,0.652271,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/04/2022,02/05/2022,,
321048,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,LOUGRATTE,44.581463,0.601135,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/04/2022,02/05/2022,,
321049,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,CLERE-SUR-LAYON,47.077094,-0.459752,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/04/2022,02/05/2022,,
321055,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,MAYRAC,44.89741,1.557184,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/04/2022,02/05/2022,,
321070,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,PAILLOLES,44.492939,0.653897,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/04/2022,02/05/2022,,
